Date,Value,Type
2019-12-27,0.08333333333333333,Top
2019-12-31,0.09090909090909091,Top
2020-01-02,0.08333333333333333,Top
2020-01-03,0.2,Top
2020-01-06,0.3333333333333333,Top
2020-01-07,0.3,Top
2020-01-08,0.4166666666666667,Top
2020-01-09,0.2727272727272727,Top
2020-01-10,0.375,Top
2020-01-13,0.5555555555555556,Top
2020-01-14,0.5714285714285714,Top
2020-01-15,0.7777777777777778,Top
2020-01-16,0.9090909090909091,Top
2020-01-17,0.9166666666666666,Top
2020-01-21,0.75,Top
2020-01-22,0.6363636363636364,Top
2020-01-23,0.9,Top
2020-01-24,0.5555555555555556,Top
2020-01-27,0.5,Top
2020-01-28,0.3333333333333333,Top
2020-01-29,0.14285714285714285,Top
2020-01-31,0.2222222222222222,Top
2020-02-03,0.2727272727272727,Top
2020-02-04,0.375,Top
2020-02-05,0.5,Top
2020-02-06,0.1,Top
2020-02-07,0.1111111111111111,Top
2020-02-10,0.18181818181818182,Top
2020-02-11,0.125,Top
2020-02-12,0.3333333333333333,Top
2020-02-19,0.09090909090909091,Top
2020-02-20,0.14285714285714285,Top
2020-02-21,0.4,Top
2020-02-24,0.1111111111111111,Top
2020-06-04,0.07692307692307693,Top
2020-06-05,0.1,Top
2020-07-07,0.07142857142857142,Top
2020-07-09,0.13333333333333333,Top
2020-08-18,0.07142857142857142,Top
2020-08-19,0.06666666666666667,Top
2020-08-20,0.07142857142857142,Top
2020-08-26,0.07142857142857142,Top
2020-08-27,0.09090909090909091,Top
2020-08-28,0.13333333333333333,Top
2020-09-01,0.21428571428571427,Top
2020-09-03,0.1,Top
2020-09-04,0.1111111111111111,Top
2020-12-28,0.08333333333333333,Top
2021-02-03,0.16666666666666666,Top
2021-02-04,0.125,Top
2021-02-05,0.07692307692307693,Top
2021-02-08,0.3333333333333333,Top
2021-02-09,0.1111111111111111,Top
2021-02-10,0.2727272727272727,Top
2021-02-12,0.18181818181818182,Top
2021-02-16,0.3333333333333333,Top
2021-02-17,0.3333333333333333,Top
2021-02-18,0.3,Top
2021-07-07,0.3333333333333333,Top
2021-07-26,0.14285714285714285,Top
2022-02-28,0.16666666666666666,Bottom
2022-03-02,0.14285714285714285,Bottom
2022-03-03,0.1111111111111111,Bottom
2022-03-04,0.25,Bottom
2022-03-07,0.4,Bottom
2022-03-08,0.18181818181818182,Bottom
2022-03-09,0.3076923076923077,Bottom
2022-03-10,0.25,Bottom
2022-03-11,0.1111111111111111,Bottom
2022-03-14,0.2222222222222222,Bottom
2022-03-15,0.125,Bottom
2022-08-03,0.2,Top
2023-02-16,0.14285714285714285,Top
2023-06-05,0.09090909090909091,Top
2023-06-07,0.4,Top
2023-06-09,0.08333333333333333,Top
2023-06-12,0.2222222222222222,Top
2023-06-13,0.14285714285714285,Top
2023-06-14,0.6666666666666666,Top
2023-06-15,0.3333333333333333,Top
2023-06-20,0.16666666666666666,Top
2023-06-21,0.16666666666666666,Top
2023-06-26,0.16666666666666666,Top
2023-07-05,0.1,Top
2023-07-07,0.1,Top
2023-12-22,0.14285714285714285,Top
2024-02-05,0.06666666666666667,Top
2024-02-07,0.125,Top
2024-02-08,0.18181818181818182,Top
2024-02-09,0.15384615384615385,Top
2024-02-12,0.23076923076923078,Top
2024-02-13,0.36363636363636365,Top
2024-02-14,0.125,Top
2024-02-15,0.08333333333333333,Top
2024-02-20,0.06666666666666667,Top
2024-02-22,0.07142857142857142,Top
2024-02-23,0.08333333333333333,Top
2024-02-26,0.16666666666666666,Top
2024-03-01,0.07142857142857142,Top
2024-03-04,0.09090909090909091,Top
2024-07-08,0.14285714285714285,Top
2024-07-10,0.16666666666666666,Top
2024-12-04,0.1,Top
2024-12-10,0.1111111111111111,Top
2024-12-11,0.1,Top
2024-12-13,0.25,Top
2024-12-16,0.2222222222222222,Top
2024-12-17,0.16666666666666666,Top
2024-12-18,0.16666666666666666,Top
2024-12-19,0.1111111111111111,Top
2025-07-08,0.08333333333333333,Top
2025-07-10,0.07142857142857142,Top
2025-10-03,0.09090909090909091,Top
2025-10-06,0.36363636363636365,Top
2025-10-07,0.07692307692307693,Top
2025-10-08,0.09090909090909091,Top
2025-10-09,0.16666666666666666,Top
2025-10-29,0.1,Top
2025-10-30,0.14285714285714285,Top
2025-10-31,0.125,Top
2025-11-03,0.375,Top
2025-11-04,0.2727272727272727,Top
2025-11-05,0.46153846153846156,Top
2025-11-06,0.5,Top
2025-11-07,0.25,Top
2025-11-10,0.45454545454545453,Top
2025-11-11,0.4166666666666667,Top
2025-11-12,0.5555555555555556,Top
2025-11-13,0.26666666666666666,Top
2025-11-14,0.3,Top
2026-05-15,0.16666666666666666,Top
